name,label,predict,summary,description,人工初判
tmux,工具,服务,A terminal multiplexer ,"tmux is a ""terminal multiplexer.""  It enables a number of terminals (or
windows) to be accessed and controlled from a single terminal.  tmux is
intended to be a simple, modern, BSD-licensed alternative to programs such
as GNU Screen. "
zssh,工具,服务, SSH and Telnet client with ZMODEM file transfer capability, SSH and Telnet client with ZMODEM file transfer capability.
python38-setuptools,工具,库, Easily build and distribute Python 3 packages," Setuptools is a collection of enhancements to the Python 3 distutils that allow
you to more easily build and distribute Python 3 packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py."
coreos-installer,工具,库, Installer for Fedora CoreOS and RHEL CoreOS," coreos-installer installs Fedora CoreOS or RHEL CoreOS to bare-metal
machines (or, occasionally, to virtual machines)."
device-mapper-event-libs,工具,库, Device-mapper event daemon shared library," This package contains the device-mapper event daemon shared library,
libdevmapper-event."
gnome-menus,工具,库, A menu system for the GNOME project," gnome-menus is an implementation of the draft ""Desktop
Menu Specification"" from freedesktop.org. This package
also contains the GNOME menu layout configuration files,
.directory files and assorted menu related utility programs,
Python bindings, and a simple menu editor."
wireshark,工具,库, Network traffic analyzer," Wireshark allows you to examine protocol data stored in files or as it is
captured from wired or wireless (WiFi or Bluetooth) networks, USB devices,
and many other sources.  It supports dozens of protocol capture file formats
and understands more than a thousand protocols.

It has many powerful features including a rich display filter language
and the ability to reassemble multiple protocol packets in order to, for
example, view a complete TCP stream, save the contents of a file which was
transferred over HTTP or CIFS, or play back an RTP audio stream."
ansible-freeipa,工具,服务," Roles and playbooks to deploy FreeIPA servers, replicas and clients"," Ansible roles and playbooks to install and uninstall FreeIPA servers, replicas
and clients. Also modules management.

Note: The Ansible playbooks and roles require a configured Ansible environment
where the Ansible nodes are reachable and are properly set up to have an IP
address and a working package manager.

Features

- Server, replica and client deployment
- Cluster deployments: Server, replicas and clients in one playbook
- One-time-password (OTP) support for client installation
- Repair mode for clients
- Backup and restore, also to and from controller
- Modules for automembership rule management
- Modules for automount key management
- Modules for automount location management
- Modules for automount map management
- Modules for config management
- Modules for delegation management
- Modules for dns config management
- Modules for dns forwarder management
- Modules for dns record management
- Modules for dns zone management
- Modules for group management
- Modules for hbacrule management
- Modules for hbacsvc management
- Modules for hbacsvcgroup management
- Modules for host management
- Modules for hostgroup management
- Modules for location management
- Modules for permission management
- Modules for privilege management
- Modules for pwpolicy management
- Modules for role management
- Modules for self service management
- Modules for server management
- Modules for service management
- Modules for sudocmd management
- Modules for sudocmdgroup management
- Modules for sudorule management
- Modules for topology management
- Modules for trust management
- Modules for user management
- Modules for vault management

Supported FreeIPA Versions

FreeIPA versions 4.6 and up are supported by all roles.

The client role supports versions 4.4 and up, the server role is working with
versions 4.5 and up, the replica role is currently only working with versions
4.6 and up.

Supported Distributions

- RHEL/CentOS 7.4+
- Fedora 26+
- Ubuntu
- Debian 10+ (ipaclient only, no server or replica!)

Requirements

  Controller
  - Ansible version: 2.8+ (ansible-freeipa is an Ansible Collection)
  - /usr/bin/kinit is required on the controller if a one time password (OTP)
    is used

  Node
  - Supported FreeIPA version (see above)
  - Supported distribution (needed for package installation only, see above)

Limitations

External signed CA is now supported. But the currently needed two step process
is an issue for the processing in a simple playbook.
Work is planned to have a new method to handle CSR for external signed CAs in
a separate step before starting the server installation."
plotutils,工具,库, GNU vector and raster graphics utilities and libraries," The GNU plotutils package contains software for both programmers and
technical users. Its centerpiece is libplot, a powerful C/C++ function
library for exporting 2-D vector graphics in many file formats, both
vector and raster. It can also do vector graphics animations. Besides
libplot, the package contains command-line programs for plotting
scientific data. Many of them use libplot to export graphics"
abrt-console-notification,工具,库, ABRT console notification script," A small script which prints a count of detected problems when someone logs in
to the shell"
gcc-toolset-9-libstdc++-docs,工具,库, Documentation for the GNU standard C++ library," Manual, doxygen generated API information and Frequently Asked Questions
for the GNU standard C++ library."
gcc-toolset-11-systemtap-client,工具,库, Programmable system-wide instrumentation system - client," This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference."
frr,工具,服务, Routing daemon," FRRouting is free software that manages TCP/IP based routing protocols. It takes
a multi-server and multi-threaded approach to resolve the current complexity
of the Internet.

FRRouting supports BGP4, OSPFv2, OSPFv3, ISIS, RIP, RIPng, PIM, NHRP, PBR, EIGRP and BFD.

FRRouting is a fork of Quagga."
highlight-gui,工具,库, GUI for the hihghlight source code formatter, A Qt-based GUI for the highlight source code formatter source.
dtkwidget,工具,服务, Deepin tool kit widget modules, DtkWidget is Deepin graphical user interface for deepin desktop development.
maven-dependency-tree,工具,库, Maven dependency tree artifact, Apache Maven dependency tree artifact. Originally part of maven-shared.
nftables,工具,服务, Netfilter Tables userspace utillites, Netfilter Tables userspace utilities.
python36,工具,库, Interpreter of the Python programming language," Python is an accessible, high-level, dynamically typed, interpreted programming
language, designed with an emphasis on code readibility.
It includes an extensive standard library, and has a vast ecosystem of
third-party libraries.

The python36 package provides the ""python3.6"" executable: the reference
interpreter for the Python language, version 3.
The package also installs the ""python3"" executable which is user configurable
using the ""alternatives --config python3"" command.
For the unversioned ""python"" command, see manual page ""unversioned-python"".

The python36-devel package contains files for dovelopment of Python application
and the python36-debug is helpful for debugging.

Packages containing additional libraries for Python 3.6 are generally named
with the ""python3-"" prefix."
