name,label,summary,description,predict
shadow-utils-subid,核心,A library to manage subordinate uid and gid ranges ,Utility library that provides a way to manage subid ranges. ,应用
shim-x64,核心,First-stage UEFI bootloader ,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service. ",核心
sil-abyssinica-fonts,其它, SIL Abyssinica fonts," SIL Abyssinica is a Unicode typeface family containing glyphs for the
Ethiopic script.

The Ethiopic script is used for writing many of the languages of Ethiopia and
Eritrea. Abyssinica SIL supports all Ethiopic characters which are in Unicode
including the Unicode 4.1 extensions. Some languages of Ethiopia are not yet
able to be fully represented in Unicode and, where necessary, we have included
non-Unicode characters in the Private Use Area (see Private-use (PUA)
characters supported by Abyssinica SIL).

Abyssinica SIL is based on Ethiopic calligraphic traditions. This release is
a regular typeface, with no bold or italic version available or planned.",其它
sil-padauk-fonts,其它, A font for Burmese and the Myanmar script," 
Padauk is a pan Burma font designed to support all Myanmar script based
languages. It covers all of the Unicode Myanmar script blocks and works
on all OpenType and Graphite based systems.",其它
python3-pyqt5-sip,应用, SIP - Python 3/C++ Bindings Generator for pyqt5, This is the Python 3 build of pyqt5-SIP.,系统
sip,应用, SIP - Python/C++ Bindings Generator," SIP is a tool for generating bindings for C++ classes so that they can be
accessed as normal Python classes. SIP takes many of its ideas from SWIG but,
because it is specifically designed for C++ and Python, is able to generate
tighter bindings. SIP is so called because it is a small SWIG.

SIP was originally designed to generate Python bindings for KDE and so has
explicit support for the signal slot mechanism used by the Qt/KDE class
libraries. However, SIP can be used to generate Python bindings for any C++
class library.",应用
sisu-javadoc,应用, API documentation for Sisu, This package contains API documentation for Sisu.,应用
sisu-mojos,应用, Sisu plugin for Apache Maven," The Sisu Plugin for Maven provides mojos to generate
META-INF/sisu/javax.inject.Named index files for the Sisu container.",应用
log4j-over-slf4j,应用, Log4j implemented over SLF4J, Log4j implemented over SLF4J.,应用
slf4j-sources,应用, SLF4J Source JARs, SLF4J Source JARs.,应用
smc-anjalioldlipi-fonts,其它, Open Type Fonts for Malayalam script," The Anjali OldLipi package contains fonts for the display of
traditional Malayalam Scripts.",其它
smc-dyuthi-fonts,其它, Open Type Fonts for Malayalam script," The Dyuthi font package contains fonts for the display of
traditional Malayalam Scripts.",其它
smc-rachana-fonts,其它, Open Type Fonts for Malayalam script," The Rachana font package contains fonts for the display of
traditional Malayalam Scripts.",其它
smc-raghumalayalam-fonts,其它, Open Type Fonts for Malayalam script," The SMC Malayalam fonts package contains fonts for the display of
new Malayalam Scripts.",其它
smc-suruma-fonts,其它, Open Type Fonts for Malayalam script," The Suruma font package contains fonts for the display of
traditional Malayalam Scripts.",其它
socket_wrapper,系统, A library passing all socket communications through Unix sockets," socket_wrapper aims to help client/server software development teams willing to
gain full functional test coverage. It makes it possible to run several
instances of the full software stack on the same machine and perform locally
functional testing of complex network configurations.

To use it set the following environment variables:

LD_PRELOAD=libsocket_wrapper.so
SOCKET_WRAPPER_DIR=/path/to/swrap_dir

This package doesn't have a devel package because this project is for
development/testing.",应用
sonatype-plugins-parent,应用, Sonatype Plugins Parent POM," This package provides Sonatype plugins parent POM used by other Sonatype
packages.",应用
sos-audit,应用,Audit use of some commands for support purposes ,"
Sos-audit provides configuration files for the Linux Auditing System
to track the use of some commands capable of changing the configuration
of the system. Currently storage and filesystem commands are audited. ",应用
sound-theme-freedesktop,应用, freedesktop.org sound theme," The default freedesktop.org sound theme following the XDG theming
specification.  (http://0pointer.de/public/sound-theme-spec.html).",系统
soundtouch,应用," Audio Processing library for changing Tempo, Pitch and Playback Rates"," SoundTouch is a LGPL-licensed open-source audio processing library for
changing the Tempo, Pitch and Playback Rates of audio streams or
files. The SoundTouch library is suited for application developers
writing sound processing tools that require tempo/pitch control
functionality, or just for playing around with the sound effects.

The SoundTouch library source kit includes an example utility
SoundStretch which allows processing .wav audio files from a
command-line interface.",应用
speech-dispatcher-espeak-ng,应用, Speech Dispatcher espeak-ng module, This package contains the espeak-ng output module for Speech Dispatcher.,应用
spice-gtk3,应用, A GTK3 widget for SPICE clients, spice-client-glib-3.0 is a SPICE client library for Gtk3.,应用
spice-parent,应用, Sonatype Spice Components," Spice components and libraries are common components
used throughout the Sonatype Forge.",应用
spice-protocol,应用, Spice protocol header files," Header files describing the spice protocol
and the para-virtual graphics card QXL.",应用
spirv-tools-libs,系统, Library files for spirv-tools, library files for spirv-tools,应用
lemon,系统, A parser generator," Lemon is an LALR(1) parser generator for C or C++. It does the same
job as bison and yacc. But lemon is not another bison or yacc
clone. It uses a different grammar syntax which is designed to reduce
the number of coding errors. Lemon also uses a more sophisticated
parsing engine that is faster than yacc and bison and which is both
reentrant and thread-safe. Furthermore, Lemon implements features
that can be used to eliminate resource leaks, making is suitable for
use in long-running programs such as graphical user interfaces or
embedded controllers.",应用
