name,label,summary,description
kf5-kxmlgui,工具, KDE Frameworks 5 Tier 3 solution for user-configurable main windows, KDE Frameworks 5 Tier 3 solution for user-configurable main windows.
xdp-tools,工具, Utilities and example programs for use with XDP, Utilities and example programs for use with XDP
tesseract-langpack-eng,工具, English language data for tesseract-tessdata," This package contains the fast integer version of the English language
trained models for the Tesseract Open Source OCR Engine."
maven-script-ant,工具, Maven Ant Mojo Support," This package provides Maven Ant Mojo Support, which write Maven plugins with
Ant scripts."
numactl,工具,Library for tuning for Non Uniform Memory Access machines ,"Simple NUMA policy support. It consists of a numactl program to run
other programs with a specific NUMA policy. "
gcc-toolset-11-gcc,工具, GCC version 11, The gcc-toolset-11-gcc package contains the GNU Compiler Collection version 10.
javapackages-tools,工具, Macros and scripts for Java packaging support, This package provides macros and scripts to support Java packaging.
maven-surefire-plugin,工具, Surefire plugin for maven, Maven surefire plugin for running tests via the surefire framework.
iso-codes,工具, ISO code lists and translations," This package provides the ISO 639 Language code list, the ISO 4217
Currency code list, the ISO 3166 Territory code list, and ISO 3166-2
sub-territory lists, and all their translations in gettext format."
texlive-awesomebox,工具," raw admonition blocks in your documents, illustrated with FontAwesome icons"," Awesome Boxes is all about drawing admonition blocks around
text to inform or alert readers about something particular. The
specific aim of this package is to use FontAwesome icons to
ease the illustration of these blocks. This package requires
FontAwesome and XeLaTeX or LuaLaTeX."
anolis-logos,工具,Anolis OS related icons and pictures ,"Licensed only for approved usage, see COPYING for details. "
evemu,工具, Event Device Query and Emulation Program," evemu is a simple utility to capture the event stream from input devices
and replay that stream on a virtual input device."
hunspell-br,工具, Breton hunspell dictionaries, Breton hunspell dictionaries.
hunspell-ml,工具, Malayalam hunspell dictionaries, Malayalam hunspell dictionaries
texlive-koma-script,工具, A bundle of versatile classes and packages," The KOMA-Script bundle provides drop-in replacements for the
article/report/book classes with emphasis on typography and
versatility. There is also a letter class, different from all
other letter classes. It also offers e.g. a package for
calculated type areas in the way laid down by the typographer
Jan Tschichold, a package for easily changing and defining of
page styles, a package for getting not only the current date
but also the name of day and a package for getting current
time. All these packages may be used not only with KOMA-Script
classes but also with standard classes. Since every package has
its own version number, the number below is only the version of
scrbook, scrreprt, scrartcl, scrlttr2 and typearea. These are
the main parts of the bundle."
dracut-network,工具, dracut modules to build a dracut initramfs with network support," This package requires everything which is needed to build a generic
all purpose initramfs with network support with dracut."
tesseract-script-ethiopic,工具, Ethiopic script data for tesseract-tessdata," This package contains the fast integer version of the Ethiopic script
trained models for the Tesseract Open Source OCR Engine."
tesseract-langpack-fra,工具, French language data for tesseract-tessdata," This package contains the fast integer version of the French language
trained models for the Tesseract Open Source OCR Engine."
tesseract-langpack-ltz,工具, Luxembourgish language data for tesseract-tessdata," This package contains the fast integer version of the Luxembourgish language
trained models for the Tesseract Open Source OCR Engine."
mariadb-server-utils,工具, Non-essential server utilities for MariaDB/MySQL applications," This package contains all non-essential server utilities and scripts for
managing databases. It also contains all utilities requiring Perl and it is
the only MariaDB sub-package, except test subpackage, that depends on Perl."
quota-warnquota,工具,Send e-mail to users over quota ,"Utility that checks disk quota for each local file system and mails a warning
message to those users who have reached their soft limit.  It is typically run
via cron(8). "
hunspell-quh,工具," Quechua, South Bolivia hunspell dictionaries", Quechua South Bolivia hunspell dictionaries.
spice-client-win-x86,工具, Spice client MSI installers for Windows clients (32 bit), Spice client MSI installers for Windows clients (32 bit)
ipa-healthcheck,工具, Health check tool for IdM," The FreeIPA health check tool provides a set of checks to
proactively detect defects in a FreeIPA cluster."
python36,工具, Interpreter of the Python programming language," Python is an accessible, high-level, dynamically typed, interpreted programming
language, designed with an emphasis on code readibility.
It includes an extensive standard library, and has a vast ecosystem of
third-party libraries.

The python36 package provides the ""python3.6"" executable: the reference
interpreter for the Python language, version 3.
The package also installs the ""python3"" executable which is user configurable
using the ""alternatives --config python3"" command.
For the unversioned ""python"" command, see manual page ""unversioned-python"".

The python36-devel package contains files for dovelopment of Python application
and the python36-debug is helpful for debugging.

Packages containing additional libraries for Python 3.6 are generally named
with the ""python3-"" prefix."
