name,label,pred,summary,description
lz4-java-javadoc,库,库, Javadoc for lz4-java, This package contains javadoc for lz4-java.
xml-commons-apis-manual,库,库, Manual for xml-commons-apis, Manual for xml-commons-apis.
nginx-mod-mail,服务,服务, Nginx mail modules, Nginx mail modules.
texlive-hyperref,工具,工具, Extensive support for hypertext in LaTeX," The hyperref package is used to handle cross-referencing
commands in LaTeX to produce hypertext links in the document.
The package provides backends for the \special set defined for
HyperTeX DVI processors; for embedded pdfmark commands for
processing by Acrobat Distiller (dvips and Y&Y's dvipsone); for
Y&Y's dviwindo; for PDF control within pdfTeX and dvipdfm; for
TeX4ht; and for VTeX's pdf and HTML backends. The package is
distributed with the backref and nameref packages, which make
use of the facilities of hyperref. The package depends on the
author's kvoptions, ltxcmdsand refcount packages."
speech-dispatcher,库,库, To provide a high-level device independent layer for speech synthesis," * Common interface to different TTS engines
* Handling concurrent synthesis requests _ requests may come
  asynchronously from multiple sources within an application
  and/or from more different applications.
* Subsequent serialization, resolution of conflicts and
  priorities of incoming requests
* Context switching _ state is maintained for each client
  connection independently, event for connections from
  within one application.
* High-level client interfaces for popular programming languages
* Common sound output handling _ audio playback is handled by
  Speech Dispatcher rather than the TTS engine, since most engines
  have limited sound output capabilities."
pcp-pmda-news,服务,服务, Performance Co-Pilot (PCP) metrics for Usenet News," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Usenet News."
ibus-gtk3,库,库, IBus IM module for GTK3, This package contains IBus IM module for GTK3
openssl-pkcs11,工具,库,A PKCS#11 engine for use with OpenSSL ,"openssl-pkcs11 enables hardware security module (HSM), and smart card support in
OpenSSL applications. More precisely, it is an OpenSSL engine which makes
registered PKCS#11 modules available for OpenSSL applications. The engine is
optional and can be loaded by configuration file, command line or through the
OpenSSL ENGINE API. "
libreoffice-ure-common,库,库, Common UNO Runtime Environment, Arch-independent part of libreoffice-ure.
xmlrpc-c-client++,库,库, C++ client libraries for xmlrpc-c," XML-RPC is a quick-and-easy way to make procedure calls over the
Internet. It converts the procedure call into XML document, sends it
to a remote server using HTTP, and gets back the response as XML.

This library provides a modular implementation of XML-RPC for C++
clients."
apache-commons-beanutils-javadoc,库,库, Javadoc for apache-commons-beanutils, Javadoc for apache-commons-beanutils.
perl-libnetcfg,库,工具, Configure libnet, The libnetcfg utility can be used to configure the libnet.
gdbm,库,库,A GNU set of database routines which use extensible hashing ,"Gdbm is a GNU database indexing library, including routines which use
extensible hashing.  Gdbm works in a similar way to standard UNIX dbm
routines.  Gdbm is useful for developers who write C applications and
need access to a simple and efficient database or who are building C
applications which will use such a database.

If you're a C developer and your programs need access to simple
database routines, you should install gdbm.  You'll also need to
install gdbm-devel. "
fuse-common,工具,工具,Common files for File System in Userspace (FUSE) v2 and v3 ,Common files for FUSE v2 and FUSE v3. 
langpacks-hr,其它,其它, Croatian langpacks meta-package, This package provides Croatian langpacks meta-package.
libcom_err,库,库, Common error description library," This is the common error description library, part of e2fsprogs.

libcom_err is an attempt to present a common error-handling mechanism."
perl-Package-DeprecationManager,库,库, Manage deprecation warnings for your distribution," This module allows you to manage a set of deprecations for one or more modules.

When you import Package::DeprecationManager, you must provide a set of
-deprecations as a hash ref. The keys are ""feature"" names, and the values are
the version when that feature was deprecated."
maven-invoker-javadoc,库,库, Javadoc for maven-invoker, API documentation for maven-invoker.
libknet1-crypto-plugins-all,库,库, Libknet1 crypto plugins meta package, meta package to install all of libknet1 crypto plugins
pcp-pmda-mysql,服务,服务, Performance Co-Pilot (PCP) metrics for MySQL," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the MySQL database."
mythes-nb,工具,库, Bokmaal thesaurus, Bokmaal thesaurus.
felix-gogo-shell,工具,工具, Apache Felix Gogo command line shell for OSGi," Apache Felix Gogo is a subproject of Apache Felix implementing a command
line shell for OSGi. It is used in many OSGi runtimes and servers.

This package provides a simple textual user interface to interact with the
command processor."
gcc-toolset-11-gdb,工具,工具," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data."
google-noto-naskh-arabic-ui-fonts,其它,其它, Naskh Arabic UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Naskh font for Arabic UI."
libdwarves1,库,库, Debugging information  processing library, Debugging information processing library.
python3-semantic_version,库,库, Library implementing the 'SemVer' scheme," This small python library provides a few tools to handle semantic versioning
in Python.

Python 3 version"
perl-Params-Validate,库,库, Params-Validate Perl module," The Params::Validate module allows you to validate method or function
call parameters to an arbitrary level of specificity. At the simplest
level, it is capable of validating the required parameters were given
and that no unspecified additional parameters were passed in. It is
also capable of determining that a parameter is of a specific type,
that it is an object of a certain class hierarchy, that it possesses
certain methods, or applying validation callbacks to arguments."
