name,label,text,y,summary,description,y_predict
autocorr-da,库, Danish auto-correction rules  Rules for auto-correcting common Danish typing errors.,0, Danish auto-correction rules, Rules for auto-correcting common Danish typing errors.,0
google-noto-sans-batak-fonts,其它, Sans Batak font  Noto fonts aims to remove tofu from web by providing fonts for all  Unicode supported scripts. Its design goal is to achieve visual harmonization  between multiple scripts. Noto family supports almost all scripts available  in Unicode.    Noto Sans font for Batak.,3, Sans Batak font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Batak.",3
ucx,库," UCX is a communication library implementing high-performance messaging  UCX is an optimized communication framework for high-performance distributed  applications. UCX utilizes high-speed networks, such as RDMA (InfiniBand, RoCE,  etc), Cray Gemini or Aries, for inter-node communication. If no such network is  available, TCP is used instead. UCX supports efficient transfer of data in  either main memory (RAM) or GPU memory (through CUDA and ROCm libraries). In  addition, UCX provides efficient intra-node communication, by leveraging the  following shared memory mechanisms: posix, sysv, cma, knem, and xpmem.  The acronym UCX stands for ""Unified Communication X"".    This package was built from '' branch, commit ef2bbcf.",0, UCX is a communication library implementing high-performance messaging," UCX is an optimized communication framework for high-performance distributed
applications. UCX utilizes high-speed networks, such as RDMA (InfiniBand, RoCE,
etc), Cray Gemini or Aries, for inter-node communication. If no such network is
available, TCP is used instead. UCX supports efficient transfer of data in
either main memory (RAM) or GPU memory (through CUDA and ROCm libraries). In
addition, UCX provides efficient intra-node communication, by leveraging the
following shared memory mechanisms: posix, sysv, cma, knem, and xpmem.
The acronym UCX stands for ""Unified Communication X"".

This package was built from '' branch, commit ef2bbcf.",0
libreoffice-langpack-ru,库, Russian language pack for LibreOffice  Provides additional Russian translations and resources for LibreOffice.,0, Russian language pack for LibreOffice, Provides additional Russian translations and resources for LibreOffice.,0
libkcapi-hmaccalc,库, Drop-in replacements for hmaccalc provided by the libkcapi package  Provides drop-in replacements for sha*hmac tools (from package  hmaccalc) using libkcapi.,0, Drop-in replacements for hmaccalc provided by the libkcapi package," Provides drop-in replacements for sha*hmac tools (from package
hmaccalc) using libkcapi.",0
perl-HTTP-Date,库," Date conversion routines  This module provides functions that deal the date formats used by the HTTP  protocol (and then some more). Only the first two functions, time2str() and  str2time(), are exported by default.",0, Date conversion routines," This module provides functions that deal the date formats used by the HTTP
protocol (and then some more). Only the first two functions, time2str() and
str2time(), are exported by default.",0
perl-Term-Table,库, Format a header and rows into a table  This Perl module is able to format rows of data into tables.,0, Format a header and rows into a table, This Perl module is able to format rows of data into tables.,0
google-noto-sans-thai-fonts,其它, Sans Thai font  Noto fonts aims to remove tofu from web by providing fonts for all  Unicode supported scripts. Its design goal is to achieve visual harmonization  between multiple scripts. Noto family supports almost all scripts available  in Unicode.    Noto Sans font for Thai.,3, Sans Thai font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Thai.",3
stratisd,服务, Daemon that manages block devices to create filesystems  Daemon that manages block devices to create filesystems.,2, Daemon that manages block devices to create filesystems, Daemon that manages block devices to create filesystems.,2
docker-client,工具, Docker client binary and related utilities  Docker client binary and related utilities,1, Docker client binary and related utilities, Docker client binary and related utilities,1
texlive-charter,工具," Charter fonts  A commercial text font donated for the common good. Support for  use with LaTeX is available in freenfss, part of psnfss.",1, Charter fonts," A commercial text font donated for the common good. Support for
use with LaTeX is available in freenfss, part of psnfss.",1
mingw64-crt,库," MinGW Windows cross-compiler runtime for the win64 target  MinGW Windows cross-compiler runtime, base libraries for the win64 target.",0, MinGW Windows cross-compiler runtime for the win64 target," MinGW Windows cross-compiler runtime, base libraries for the win64 target.",1
rsyslog-openssl,服务, TLS protocol support for rsyslog via OpenSSL library  The rsyslog-openssl package contains the rsyslog plugins that provide the  ability to send and receive syslog messages via TCP or RELP using TLS  encryption via OpenSSL library. For details refer to rsyslog doc on imtcp  and omfwd modules.,2, TLS protocol support for rsyslog via OpenSSL library," The rsyslog-openssl package contains the rsyslog plugins that provide the
ability to send and receive syslog messages via TCP or RELP using TLS
encryption via OpenSSL library. For details refer to rsyslog doc on imtcp
and omfwd modules.",0
kde-settings-plasma,工具, Configuration files for plasma  Configuration files for plasma.,1, Configuration files for plasma, Configuration files for plasma.,2
gcc-toolset-10-systemtap,工具, Programmable system-wide instrumentation system  SystemTap is an instrumentation system for systems running Linux.  Developers can write instrumentation scripts to collect data on  the operation of the system.  The base systemtap package contains/requires  the components needed to locally develop and execute systemtap scripts.,1, Programmable system-wide instrumentation system," SystemTap is an instrumentation system for systems running Linux.
Developers can write instrumentation scripts to collect data on
the operation of the system.  The base systemtap package contains/requires
the components needed to locally develop and execute systemtap scripts.",1
gcc-toolset-10-systemtap-server,服务," Instrumentation System Server  This is the remote script compilation server component of systemtap.  It announces itself to nearby clients with avahi (if available), and  compiles systemtap scripts to kernel objects on their demand.",2, Instrumentation System Server," This is the remote script compilation server component of systemtap.
It announces itself to nearby clients with avahi (if available), and
compiles systemtap scripts to kernel objects on their demand.",2
